smiles,name,sources,n_sources
O=CC(=O)O,,local|unified,2
O=CC(O)C(=O)O,,local|unified,2
O=CC(O)C(O)C(O)C(S)CO,,local|unified,2
O=CC(O)C(O)C(O)CO,,local|pyrfume|unified,3
O=CC(O)C(O)C(O)COP(=O)(O)O,,local|unified,2
O=CC(O)C(O)COP(=O)(O)O,,local|unified,2
O=CC(O)CO,,local|unified,2
O=CC(O)COP(=O)(O)O,,local|unified,2
O=CC1CCC2C3CCC(C3)C12,,local|pyrfume|unified,3
O=CC1CCCN1C(=O)C1CCCN1C(=O)OCc1ccccc1,,local|unified,2
O=CC=Cc1ccccc1,,local|pyrfume|unified,3
O=CC=Cc1ccco1,,local|pyrfume|unified,3
O=CC=O,,local|pyrfume|unified,3
O=CCC(=O)O,,local|unified,2
O=CCC1CC2CC1C1CCCC21,,local|pyrfume|unified,3
O=CCC1CCOC1=O,,local|pyrfume|unified,3
O=CCCC(=O)C(=O)O,,local|unified,2
O=CCCC(=O)O,,local|unified,2
O=CCCC(NC(=O)CCC(=O)O)C(=O)O,,local|unified,2
O=CCCC=C1CC2CC1C1CCCC21,,local|unified,2
O=CCCCC1OC1C=CC=C1C=CCC=CC1,,local|unified,2
O=CCCCC=O,,local|pyrfume|unified,3
O=CCCc1ccccc1,,local|pyrfume|unified,3
O=CCCl,,local|unified,2
O=CCO,,local|unified,2
O=CCOC1CC2CC1C1CC=CC21,,local|pyrfume|unified,3
O=CCOCCc1ccccc1,,local|pyrfume|unified,3
O=CCOc1ccccc1,,local|pyrfume|unified,3
O=CCP(=O)(O)O,,local|unified,2
O=CCS,,local|pyrfume|unified,3
O=CCc1c[nH]c2ccccc12,,local|unified,2
O=CCc1ccccc1,,local|pyrfume|unified,3
O=CN(O)CCCP(=O)(O)O,,local|unified,2
O=CN1CCN(c2ccc(C=C3C(=O)Nc4ccccc43)cc2)CC1,,local|unified,2
O=CN1CCN(c2ccc(CC3C(=O)Nc4ccccc43)cc2)CC1,,local|unified,2
O=CNCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O,,local|unified,2
O=CNc1ccccc1C=O,,local|unified,2
O=CO,,local|pyrfume|unified,3
O=COC/C=C/c1ccccc1,,local|pyrfume|unified,3
O=COC1CCC2CCCCC2C1,,local|pyrfume|unified,3
O=COC1CCCCC1,,local|pyrfume|unified,3
O=COC1CCCCCCCCCCC1,,local|pyrfume|unified,3
O=COCC=Cc1ccccc1,,local|pyrfume|unified,3
O=COCCC1CCCCC1,,local|pyrfume|unified,3
O=COCCCC1CCCCC1,,local|pyrfume|unified,3
O=COCCCc1ccccc1,,local|pyrfume|unified,3
O=COCCOc1ccccc1,,local|pyrfume|unified,3
O=COCCc1ccccc1,,local|pyrfume|unified,3
O=COCc1ccc2c(c1)OCO2,,local|pyrfume|unified,3
O=COCc1ccccc1,,local|pyrfume|unified,3
O=COCc1ccco1,,local|pyrfume|unified,3
O=COc1ccc2c(c1)OCO2,,local|unified,2
O=C[C@H](O)[C@H](O)[C@H](O)CO,,local|pyrfume|unified,3
O=C[O-],,local|unified,2
O=Cc1c2[nH]c3ccccc3c2cc2[nH]c3ccccc3c12,,local|unified,2
O=Cc1cc2ccccc2o1,,local|pyrfume|unified,3
O=Cc1ccc(CO)o1,,local|pyrfume|unified,3
O=Cc1ccc(O)c(O)c1,,local|pyrfume|unified,3
O=Cc1ccc([N+](=O)[O-])c(O)c1,,local|unified,2
O=Cc1ccc([N+](=O)[O-])cc1,,local|unified,2
O=Cc1ccc([N+](=O)[O-])cc1O,,local|unified,2
O=Cc1ccc[nH]1,,local|pyrfume|unified,3
O=Cc1cccc(O)c1,,local|pyrfume|unified,3
O=Cc1ccccc1C=O,,local|unified,2
O=Cc1ccco1,,local|pyrfume|unified,3
O=Cc1cccs1,,local|pyrfume|unified,3
O=Cc1ccoc1,,local|pyrfume|unified,3
O=Cc1ccsc1,,local|pyrfume|unified,3
O=NC1=c2c(O)c(N(O)O)c3c(c2=NC1=O)CCCC3,,local|unified,2
O=NC1=c2cc(N(O)O)c3c(c2=NC1=O)CCCC3,,local|unified,2
O=NC1=c2cc(N(O)O)c3c(c2=NC1O)CCCC3,,local|unified,2
O=NN(CCCl)C(=O)NC1CCCCC1,,local|unified,2
O=NN(CCCl)C(=O)NCCCl,,local|unified,2
O=NN([O-])N1CCCC1C(=O)O,,local|unified,2
O=N[O-],,local|unified,2
O=Nc1c(-c2c(O)[nH]c3c(O)cccc23)[nH]c2ccccc12,,local|unified,2
O=Nc1c(-c2c(O)[nH]c3cc(O)ccc23)[nH]c2ccccc12,,local|unified,2
O=Nc1c(-c2c(O)[nH]c3ccc(O)cc23)[nH]c2ccccc12,,local|unified,2
O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,,local|unified,2
O=Nc1c(NCC(O)C(O)C(O)CO)[nH]c(=O)[nH]c1=O,,local|unified,2
O=Nc1ccc2oc(=O)ccc2c1,,local|unified,2
O=P(=O)[O-].[K+],,local|pyrfume|unified,3
O=P(O)(O)C(NC1CCCCCC1)P(=O)(O)O,,local|unified,2
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,,local|unified,2
O=P(O)(O)C=CCCSc1cc(F)ccc1O,,local|unified,2
O=P(O)(O)C=CCCSc1ccccc1O,,local|unified,2
O=P(O)(O)CC(O)O,,local|unified,2
O=P(O)(O)CCCN1CCNC(C(O)O)C1,,local|unified,2
O=P(O)(O)O,,local|pyrfume|unified,3
O=P(O)(O)OC(CO)CO,,local|unified,2
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,,local|unified,2
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1OP(=O)(O)O,,local|unified,2
O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(O)C1O,,local|unified,2
O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,,local|unified,2
O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(O)C1OP(=O)(O)O,,local|unified,2
O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,,local|unified,2
O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,,local|unified,2
O=P(O)(O)OC1CC(O)C(CO)O1,,local|unified,2
O=P(O)(O)OC1OC(CO)C(O)C(O)C1O,,local|unified,2
O=P(O)(O)OC1OC(CO)C(O)C1O,,local|unified,2
O=P(O)(O)OCC(Cl)(Cl)Cl,,local|unified,2
O=P(O)(O)OCC(O)C(O)C(O)C(O)CO,,local|unified,2
O=P(O)(O)OCC(O)C(O)C(O)CO,,local|unified,2
O=P(O)(O)OCC(O)C(O)CO,,local|unified,2
O=P(O)(O)OCC(O)C(O)c1c[nH]c2ccccc12,,local|unified,2
O=P(O)(O)OCC(O)C(O)c1cnc[nH]1,,local|unified,2
O=P(O)(O)OCC(O)CO,,local|unified,2
O=P(O)(O)OCC1(O)OC(CO)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(CO)(OP(=O)(O)O)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(COP(=O)(O)O)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(O)(CO)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(O)C(O)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(O)CC1O,,local|unified,2
O=P(O)(O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(OP(=O)(O)O)C(O)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(OP(=O)(O)O)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(OP(=O)(O)OP(=O)(O)O)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(Oc2ccc(O)c(O)c2)C(O)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(Oc2ccc(O)cc2O)C(O)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC([n+]2cnc3c(Cl)[nH]cnc2-3)C(O)C1O,,local|unified,2
O=P(O)(O)OCC1OC(n2cnc3c(OP(=O)(O)O)ncnc32)C(O)C1O,,local|unified,2
O=P(O)(O)OCCCc1c(O)[nH]c2ccccc12,,local|unified,2
O=P(O)(O)OCCCc1c[nH]c2c(O)cccc12,,local|unified,2
O=P(O)(O)OCCCc1c[nH]c2cc(O)ccc12,,local|unified,2
O=P(O)(O)OCCCc1c[nH]c2ccc(F)cc12,,local|unified,2
O=P(O)(O)OCCCc1c[nH]c2ccccc12,,local|unified,2
O=P(O)(O)OP(=O)(O)O,,local|unified,2
O=P(O)(O)OP(=O)(O)OCC1OC(n2c(O)nc3c2ncn2ccnc32)C(O)C1O,,local|unified,2
O=P(O)(O)OP(=O)(O)OCC1OC(n2cnc3c(NBr)ncnc32)C(O)C1O,,local|unified,2
O=P(O)(O)OP(=O)(O)OCC1OC(n2cnc3c2nc(O)n2ccnc32)C(O)C1O,,local|unified,2
O=P(O)(O)OP(=O)(O)OCC1OC(n2cnc3c2ncn2c(O)cnc32)C(O)C1O,,local|unified,2
O=P(O)(O)OP(=O)(O)OCC1OC(n2cnc3c2ncn2ccnc32)C(O)C1O,,local|unified,2
O=P(O)(O)OP(=O)(O)OP(=O)(O)O,,local|unified,2
O=P(O)(O)Oc1ccc(Cc2ccc(OP(=O)(O)O)cc2)cc1,,local|unified,2
O=P(O)(O)Oc1cccc2ccccc12,,local|unified,2
O=P([O-])(O)O,,local|unified,2
O=P([O-])(O)O.[K+],,local|pyrfume|unified,3
O=P([O-])(O)O.[Na+],,local|pyrfume|unified,3
O=P([O-])(O)OP(=O)(O)O,,local|unified,2
O=P([O-])(O)OP(=O)([O-])O,,local|unified,2
O=P([O-])(O)Oc1cccc2ccccc12.[Na+],,local|unified,2
O=P([O-])([O-])O.[Mg+2],,local|pyrfume|unified,3
O=P([O-])([O-])OC(CCO)CCO.O=P([O-])([O-])OCC(O)CO.[Fe+2].[Fe+2],,local|pyrfume|unified,3
O=P([O-])([O-])OP(=O)([O-])[O-].[Ca+2].[Ca+2],,local|pyrfume|unified,3
O=P([O-])([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],,local|pyrfume|unified,3
O=P([O-])([O-])[O-],,local|unified,2
O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2],,local|pyrfume|unified,3
O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Mg+2].[Mg+2].[Mg+2],,local|pyrfume|unified,3
O=P([O-])([O-])[O-].[Al+3].[Na+],,local|pyrfume|unified,3
O=P([O-])([O-])[O-].[K+].[K+].[K+],,local|pyrfume|unified,3
O=P([O-])([O-])[O-].[Na+].[Na+].[Na+],,local|pyrfume|unified,3
O=P1(N(CCCl)CCCl)NCCCO1,,local|unified,2
O=P1(NCCCl)OCCCN1CCCl,,local|unified,2
O=P1(O)CC2C(O)C(O)C(O)C(O)C2O1,,local|unified,2
O=P1(O)OC2C(O)C(O)C(O)C(O)C2O1,,local|unified,2
O=P1(O)OP(=O)(O)OP(=O)(O)O1,,local|unified,2
O=S(=O)(F)Cc1ccccc1,,local|unified,2
O=S(=O)(NCCNCC=Cc1ccc(Br)cc1)c1cccc2cnccc12,,local|unified,2
O=S(=O)(Nc1cc(B(O)O)ccc1O)c1cc(S(=O)(=O)c2ccccc2)cs1,,local|unified,2
O=S(=O)(Nc1cc(O)cc(B(O)O)c1)c1cc(S(=O)(=O)c2ccccc2)cs1,,local|unified,2
O=S(=O)(Nc1ccc(O)c(B(O)O)c1)c1cc(S(=O)(=O)c2ccccc2)cs1,,local|unified,2
O=S(=O)(Nc1cccc(B(O)O)c1)c1cc(S(=O)(=O)c2ccccc2)cs1,,local|unified,2
O=S(=O)(Nc1ccccn1)c1ccc(N=Cc2c(O)[nH]c3ccc4ncsc4c23)cc1,,local|unified,2
O=S(=O)(O)C1CCNCC1,,local|unified,2
O=S(=O)(O)CCS,,local|unified,2
O=S(=O)(O)NC1C(O)OC(CO)C(O)C1O,,local|unified,2
O=S(=O)(O)O,,local|unified,2
O=S(=O)(O)Oc1cc2c(ccn2S(=O)(=O)O)c(Cl)c1O,,local|unified,2
O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,,local|unified,2
O=S(=O)(O)S,,local|unified,2
O=S(=O)(O)SS(=O)(=O)O,,local|unified,2
O=S(=O)(O)c1ccc(O)c(O)c1,,local|unified,2
O=S(=O)(O)c1ccc(O)cc1,,local|unified,2
O=S(=O)(O)c1ccc(O)cc1O,,local|unified,2
O=S(=O)(O)c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2c1,,local|unified,2
O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,,local|unified,2
O=S(=O)(O)n1ccc2c(Cl)c(O)c(O)cc21,,local|unified,2
O=S(=O)([O-])CCS,,local|unified,2
O=S(=O)([O-])Oc1cc2c(ccn2S(=O)(=O)[O-])c(Cl)c1O,,local|unified,2
O=S(=O)([O-])SS(=O)(=O)[O-],,local|unified,2
O=S(=O)([O-])[O-],,local|unified,2
O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3],,local|pyrfume|unified,3
O=S(=O)([O-])[O-].[Ca+2],,local|pyrfume|unified,3
O=S(=O)([O-])[O-].[Fe+2],,local|pyrfume|unified,3
O=S(=O)([O-])[O-].[Mg+2],,local|pyrfume|unified,3
O=S(=O)([O-])c1cc(O)c2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc2c1,,local|unified,2
O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2cc(O)c(S(=O)(=O)[O-])cc2c1,,local|unified,2
O=S(=O)([O-])c1ccc(O)cc1.O=S(=O)([O-])c1ccc(O)cc1.[Zn+2],,local|pyrfume|unified,3
O=S(=O)([O-])c1ccc2c(S(=O)(=O)[O-])c(O)c(S(=O)(=O)[O-])cc2c1,,local|unified,2
O=S(=O)([O-])c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc2c1,,local|unified,2
O=S(=O)([O-])n1ccc2c(Cl)c(O)c(O)cc21,,local|unified,2
O=S(=O)(c1c(O)ccc2cnccc12)N1CCNCC1,,local|unified,2
O=S(=O)(c1cc(O)cc2cnccc12)N1CCNCC1,,local|unified,2
O=S(=O)(c1ccc(O)c2cnccc12)N1CCNCC1,,local|unified,2
O=S(=O)(c1ccc(Oc2ccc(Cl)cc2)cc1)C1(CC(O)NO)CCOCC1,,local|unified,2
O=S(=O)(c1ccc(Oc2ccccc2)cc1)C1(CC(O)NO)CCOCC1,,local|unified,2
O=S(=O)(c1cccc2c(Cl)cccc12)N1CCCNCC1,,local|unified,2
O=S(=O)(c1cccc2c(I)cccc12)N1CCCNCC1,,local|unified,2
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,,local|unified,2
O=S(=O)(c1cccc2cnccc12)N1CCNCC1,,local|unified,2
O=S(CCCCP(=O)(O)O)c1ccccc1O,,local|unified,2
O=S(Cc1ccco1)CC(O)NCC=CCOc1cc(CN2CCCCC2)ccn1,,local|unified,2
O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,,local|unified,2
O=S(O)O,,local|unified,2
O=S([O-])([O-])=S,,local|unified,2
O=S([O-])S(=O)[O-],,local|unified,2
O=S([O-])[O-],,local|unified,2
O=S([O-])[O-].[K+].[K+],,local|pyrfume|unified,3
O=S1(=O)N=C([O-])c2ccccc21.O=S1(=O)N=C([O-])c2ccccc21.[Ca+2],,local|pyrfume|unified,3
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,,local|unified,2
O=S1CCCC1,,local|unified,2
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,,local|unified,2
O=S=O,,local|unified,2
O=[As](O)(O)O,,local|unified,2
O=[As]([O-])([O-])O,,local|unified,2
O=[As]c1ccccc1,,local|unified,2
O=[N+]([O-])C(Br)(CO)CO,,local|unified,2
O=[N+]([O-])C1(Br)COCOC1,,local|unified,2
O=[N+]([O-])CCc1ccccc1,,local|pyrfume|unified,3
O=[N+]([O-])O,,local|unified,2
O=[N+]([O-])O.[Hg][c]1ccccc1,,local|unified,2
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,,local|unified,2
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],,local|unified,2
O=[N+]([O-])[O-],,local|unified,2
O=[N+]([O-])[O-].[K+],,local|pyrfume|unified,3
O=[N+]([O-])[O-].[Na+],,local|pyrfume|unified,3
O=[N+]([O-])c1c(O)cccc1NCCOP(=O)(O)OP(=O)([O-])O,,local|unified,2
O=[N+]([O-])c1cc(O)c(NCCCOP(=O)(O)OP(=O)([O-])O)c([N+](=O)[O-])c1,,local|unified,2
O=[N+]([O-])c1cc(O)ccc1NCCOP(=O)(O)OP(=O)([O-])O,,local|unified,2
O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,,local|unified,2
O=[N+]([O-])c1cc([N+](=O)[O-])c(NCCCOP(=O)(O)OP(=O)([O-])O)cc1O,,local|unified,2
O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,,local|unified,2
O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,local|unified,2
O=[N+]([O-])c1ccc(C(O)C(CO)NC(O)C(Cl)Cl)cc1,,local|unified,2
O=[N+]([O-])c1ccc(CSc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cc1,,local|unified,2
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,,local|unified,2
O=[N+]([O-])c1ccc(NCCCOP(=O)(O)OP(=O)(O)O)c([N+](=O)[O-])c1,,local|unified,2
O=[N+]([O-])c1ccc(NCCCOP(=O)(O)OP(=O)([O-])O)c([N+](=O)[O-])c1.[Be+2].[F-].[F-].[F-],,local|unified,2
O=[N+]([O-])c1ccc(NCCCOP(=O)(O)OP(=O)([O-])O)c([N+](=O)[O-])c1O,,local|unified,2
O=[N+]([O-])c1ccc(NCCOP(=O)(O)OP(=O)(O)O)c(O)c1,,local|unified,2
O=[N+]([O-])c1ccc(NCCOP(=O)(O)OP(=O)(O)O)c([N+](=O)[O-])c1,,local|unified,2
O=[N+]([O-])c1ccc(NCCOP(=O)(O)OP(=O)(O)O)cc1,,local|unified,2
O=[N+]([O-])c1ccc(NCCOP(=O)(O)OP(=O)(O)O)cc1O,,local|unified,2
O=[N+]([O-])c1ccc(NCCOP(=O)(O)OP(=O)([O-])O)c([N+](=O)[O-])c1.[Be+2].[F-].[F-].[F-],,local|unified,2
O=[N+]([O-])c1ccc(NCCOP(=O)(O)OP(=O)([O-])O)cc1.[Be+2].[F-].[F-].[F-],,local|unified,2
O=[N+]([O-])c1ccc(O)c(OP(=O)(O)O)c1,,local|unified,2
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,,local|unified,2
O=[N+]([O-])c1ccc(O)cc1,,local|unified,2
O=[N+]([O-])c1ccc(O)cc1NCCOP(=O)(O)OP(=O)([O-])O,,local|unified,2
O=[N+]([O-])c1ccc(OP(=O)(O)O)c(O)c1,,local|unified,2
O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1,,local|unified,2
O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1O,,local|unified,2
O=[N+]([O-])c1ccc(OP(=O)(O)Oc2ccc([N+](=O)[O-])cc2)cc1,,local|unified,2
O=[N+]([O-])c1ccc2c(c1)C(c1ccccc1Cl)=NCC(O)N2,,local|unified,2
O=[N+]([O-])c1ccc2nc(N3CCNCC3)ccc2c1,,local|unified,2
O=[N+]([O-])c1cccc(B(O)O)c1,,local|unified,2
O=[N+]([O-])c1cccc(NCCOP(=O)(O)OP(=O)(O)O)c1,,local|unified,2
O=[N+]([O-])c1cccc(NCCOP(=O)(O)OP(=O)([O-])O)c1.[Be+2].[F-].[F-].[F-],,local|unified,2
O=[N+]([O-])c1cccc(OC2OC(CO)C(O)C(O)C2O)c1,,local|unified,2
O=[N+]([O-])c1cccc2c(Br)[nH]nc12,,local|unified,2
O=[N+]([O-])c1cccc2cn[nH]c12,,local|unified,2
O=[N+]([O-])c1ccccc1NCCOP(=O)(O)OP(=O)(O)O,,local|unified,2
O=[N+]([O-])c1ccccc1NCCOP(=O)(O)OP(=O)([O-])O.[Be+2].[F-].[F-].[F-],,local|unified,2
O=[PH](O)O,,local|unified,2
O=[PH](O)O[PH](=O)O,,local|unified,2
O=[PH]([O-])O,,local|unified,2
O=[PH]([O-])O[PH](=O)[O-],,local|unified,2
O=[PH]([O-])[O-],,local|unified,2
O=[SH]1(O)CC1,,local|unified,2
O=[Se](=O)(O)O,,local|unified,2
O=[Se](O)O,,local|unified,2
O=[Se]([O-])[O-],,local|unified,2
O=[Si]([O-])O.O=[Si]([O-])O.O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Mg+2].[Mg+2].[Mg+2],,local|pyrfume|unified,3
O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Al+3].[Na+],,local|pyrfume|unified,3
O=[Si]([O-])[O-].[Mg+2],,local|pyrfume|unified,3
O=[Si]=O,,local|pyrfume|unified,3
O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,,local|unified,2
O=c1[nH]c(=O)c2[nH]c[n+](C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,,local|unified,2
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,,local|unified,2
O=c1[nH]c(=O)c2nc(O)n(C3OC(CO)C(O)C3O)c2[nH]1,,local|unified,2
O=c1[nH]c(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,,local|unified,2
O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,,local|unified,2
O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2[nH]1,,local|unified,2
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C=CBr,,local|unified,2
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,,local|unified,2
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,,local|unified,2
O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)c(O)c1Br,,local|unified,2
O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)c(O)c1F,,local|unified,2
O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1Br,,local|unified,2
O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F,,local|unified,2
O=c1[nH]c(=O)n(C2CCCO2)c(O)c1F,,local|unified,2
O=c1[nH]c(=O)n(C2CCCO2)cc1F,,local|unified,2
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)c(O)c1F,,local|unified,2
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1F,,local|unified,2
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1O,,local|unified,2
O=c1[nH]c(=O)n(C2OC(CO)C(OP(=O)(O)O)C2O)cc1O,,local|unified,2
O=c1[nH]c(NCC(O)C(O)C(O)CO)c(CCCCCP(=O)(O)O)c(=O)[nH]1,,local|unified,2
O=c1[nH]c(O)cc2c(O)cccc12,,local|unified,2
O=c1[nH]c2c(O)c(Cl)c(O)cc2o1,,local|unified,2
O=c1[nH]c2c(O)cccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,,local|unified,2
O=c1[nH]c2cc(C(F)(F)F)ccc2n1-c1cc(C(F)(F)F)ccc1O,,local|unified,2
O=c1[nH]c2cc(Cl)c(Cl)cc2[nH]c1=O,,local|unified,2
O=c1[nH]c2cc(Cl)c(O)c(O)c2o1,,local|unified,2
O=c1[nH]c2cc(Cl)c(O)cc2o1,,local|unified,2
O=c1[nH]c2cc(Cl)ccc2o1,,local|unified,2
O=c1[nH]c2cc(O)ccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,,local|unified,2
O=c1[nH]c2ccc(O)cc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,,local|unified,2
O=c1[nH]c2ccccc2c2ccccc12,,local|unified,2
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2Cl)CC1,,local|unified,2
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,,local|unified,2
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,,local|unified,2
O=c1[nH]cc(Br)c(=O)[nH]1,,local|unified,2
O=c1[nH]cc(C(F)(F)F)c(=O)[nH]1,,local|unified,2
O=c1[nH]cc(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,,local|unified,2
O=c1[nH]cc(F)c(=O)[nH]1,,local|unified,2
O=c1[nH]cc(O)c(=O)[nH]1,,local|unified,2
O=c1[nH]cc(O)c2c(O)cccc12,,local|unified,2
O=c1[nH]ccc2c(O)c(O)ccc12,,local|unified,2
O=c1[nH]ccc2c(O)cccc12,,local|unified,2
O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,,local|unified,2
O=c1[nH]cnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.[Ca+2],,local|unified,2
O=c1[nH]n(CCc2ccccc2)c(=O)c2ccccc12,,local|unified,2
O=c1[nH]oc2c1CCNC2,,local|unified,2
O=c1[nH]oc2c1CNCC2,,local|unified,2
O=c1c(-c2ccc(F)cc2)c(-c2ccncc2)[nH]n1-c1ccc(Cl)cc1,,local|unified,2
O=c1c(Cc2c(O)oc3c(O)cccc3c2=O)c(O)oc2ccccc12,,local|unified,2
O=c1c(Cc2c(O)oc3cc(O)ccc3c2=O)c(O)oc2ccccc12,,local|unified,2
O=c1c(Cc2c(O)oc3ccc(O)cc3c2=O)c(O)oc2ccccc12,,local|unified,2
O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,,local|unified,2
O=c1c(Cc2ccc(O)c(O)c2)nc2c(Cc3ccccc3)[nH]c(-c3ccc(O)cc3)cn1-2,,local|unified,2
O=c1c(Cc2ccc(O)cc2)nc2c(Cc3ccccc3)[nH]c(-c3ccc(O)cc3)cn1-2,,local|unified,2
O=c1c(Cc2ccc(O)cc2O)nc2c(Cc3ccccc3)[nH]c(-c3ccc(O)cc3)cn1-2,,local|unified,2
O=c1c(O)c(-c2ccc(Br)cc2)oc2ccccc12,,local|unified,2
O=c1c(O)c(N2CCNCC2)oc2c(-c3ccccc3)cccc12,,local|unified,2
O=c1c(O)c2cccc(O)c(O)c-2c(O)c1O,,local|unified,2
O=c1c(O)cc2c(O)cc(-c3ccccc3)oc-2c1O,,local|unified,2
O=c1c2ccccc2[nH]c2ccccc12,,local|unified,2
O=c1c2ccccc2[se]n1-c1ccccc1,,local|unified,2
